timestamp,price,volume
2025-07-10 09:20:49+05:30,33.6,150
2025-07-10 09:20:50+05:30,33.35,150
2025-07-10 09:20:51+05:30,33.4,75
2025-07-10 09:20:51+05:30,33.75,75
2025-07-10 09:20:52+05:30,33.6,75
2025-07-10 09:20:53+05:30,33.85,75
2025-07-10 09:20:53+05:30,34.1,225
2025-07-10 09:20:54+05:30,33.85,75
2025-07-10 09:20:54+05:30,33.9,75
2025-07-10 09:20:55+05:30,33.95,375
2025-07-10 09:20:56+05:30,33.95,75
2025-07-10 09:20:56+05:30,34.15,75
2025-07-10 09:20:57+05:30,33.95,75
2025-07-10 09:20:58+05:30,34.2,225
2025-07-10 09:20:58+05:30,34.2,75
2025-07-10 09:20:59+05:30,33.85,525
2025-07-10 09:20:59+05:30,33.2,75
2025-07-10 09:21:00+05:30,33.2,75
2025-07-10 09:21:00+05:30,33.45,75
2025-07-10 09:21:01+05:30,33.25,75
2025-07-10 09:21:01+05:30,33.65,75
2025-07-10 09:21:02+05:30,33.7,75
2025-07-10 09:21:03+05:30,33.7,75
2025-07-10 09:21:03+05:30,33.5,75
2025-07-10 09:21:04+05:30,34.05,450
2025-07-10 09:21:04+05:30,34.35,75
2025-07-10 09:21:05+05:30,34.05,75
2025-07-10 09:21:06+05:30,33.4,225
2025-07-10 09:21:06+05:30,33.75,75
2025-07-10 09:21:07+05:30,34.35,300
2025-07-10 09:21:08+05:30,34.4,225
2025-07-10 09:21:08+05:30,33.8,75
2025-07-10 09:21:09+05:30,33.7,150
2025-07-10 09:21:09+05:30,33.45,75
2025-07-10 09:21:10+05:30,33.15,525
2025-07-10 09:21:11+05:30,33.2,75
2025-07-10 09:21:11+05:30,33.3,75
2025-07-10 09:21:12+05:30,33.6,300
2025-07-10 09:21:13+05:30,33.55,75
2025-07-10 09:21:13+05:30,33.85,75
2025-07-10 09:21:14+05:30,33.8,75
2025-07-10 09:21:14+05:30,33.8,150
2025-07-10 09:21:15+05:30,33.4,75
2025-07-10 09:21:16+05:30,33.7,75
2025-07-10 09:21:16+05:30,33.8,300
2025-07-10 09:21:17+05:30,33.6,75
2025-07-10 09:21:18+05:30,33.8,150
2025-07-10 09:21:18+05:30,33.65,75
2025-07-10 09:21:19+05:30,33.75,75
2025-07-10 09:21:19+05:30,33.85,75
2025-07-10 09:21:20+05:30,33.5,75
2025-07-10 09:21:21+05:30,33.75,75
2025-07-10 09:21:21+05:30,33.65,75
2025-07-10 09:21:22+05:30,33.5,75
2025-07-10 09:21:23+05:30,33.45,150
2025-07-10 09:21:23+05:30,33.0,1575
2025-07-10 09:21:24+05:30,33.05,75
2025-07-10 09:21:24+05:30,32.85,75
2025-07-10 09:21:25+05:30,32.45,825
2025-07-10 09:21:26+05:30,32.7,150
2025-07-10 09:21:26+05:30,32.8,75
2025-07-10 09:21:27+05:30,33.05,75
2025-07-10 09:21:28+05:30,32.75,75
2025-07-10 09:21:28+05:30,31.8,225
2025-07-10 09:21:29+05:30,32.3,75
2025-07-10 09:21:29+05:30,32.1,75
2025-07-10 09:21:30+05:30,32.1,75
2025-07-10 09:21:30+05:30,31.55,75
2025-07-10 09:21:31+05:30,30.8,75
2025-07-10 09:21:31+05:30,30.95,75
2025-07-10 09:21:32+05:30,31.05,75
2025-07-10 09:21:33+05:30,30.85,75
2025-07-10 09:21:33+05:30,30.8,75
2025-07-10 09:21:34+05:30,30.95,75
2025-07-10 09:21:34+05:30,31.3,300
2025-07-10 09:21:35+05:30,31.0,75
2025-07-10 09:21:36+05:30,30.6,75
2025-07-10 09:21:36+05:30,30.75,75
2025-07-10 09:21:37+05:30,30.55,75
2025-07-10 09:21:38+05:30,30.75,75
2025-07-10 09:21:38+05:30,30.45,75
2025-07-10 09:21:39+05:30,29.85,75
2025-07-10 09:21:39+05:30,29.75,375
2025-07-10 09:21:40+05:30,29.8,150
2025-07-10 09:21:41+05:30,29.85,150
2025-07-10 09:21:41+05:30,30.0,150
2025-07-10 09:21:42+05:30,30.0,75
2025-07-10 09:21:43+05:30,30.0,150
2025-07-10 09:21:43+05:30,30.05,150
2025-07-10 09:21:44+05:30,30.15,75
2025-07-10 09:21:45+05:30,29.8,75
2025-07-10 09:21:46+05:30,30.0,75
2025-07-10 09:21:46+05:30,30.1,75
